Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
20,A que consiste a pena de separação de serviço?,"A pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",100.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,O código de transação para atualizar dados mestre de pessoal no SIGRHV é PA30.,O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,O Infotipo utilizado para registar movimentos e mobilidades de pessoal é o 9011.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,90.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?,"A medida ""Reclassificação / Transferência de Quadro Especial"" (B4) deve ser executada para registar uma reclassificação de um militar.","A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",95.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?,Os documentos que constituem o Processo Individual do militar devem ser registados no IT 'Índice de Documentos'.,"Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",85.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?,"A área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos é Lamego. Nos primeiros 2 anos, o serviço terá de ser prestado em Unidade/Equipa/Órgão (U/E/O) da especialidade, em Lamego.",A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,95.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?,Existem 14 especialidades para admissão de Praças em Regime de Contrato Especial (RCE).,Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,100.0
27,Qual a escolaridade mínima exigida para admissão como Praça em RCE?,"A escolaridade mínima exigida para admissão como Praça em RCE é o ensino secundário completo, que corresponde ao nível 3 de qualificação do Quadro Nacional de Qualificações (QNQ).","É necessário o Ensino Secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações.",95.0
28,Quantos turnos de incorporação CFO/CEFO/CFS estavam previstos para 2024 segundo o Plano de Formação Anual?,Dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,Estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,100.0
29,Qual era o efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024?,O efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024 era de 96 Oficiais e 135 Sargentos.,Estava previsto um efetivo máximo de 96 Oficiais e 135 Sargentos para o 1º CFO/CEFO/CFS 2024.,100.0
30,Qual é a remuneração base de um Major (MAJ) PR 3 em 2024?,"A remuneração base de um Major (MAJ) com PR 3, de acordo com a tabela fornecida no contexto, é de 2.620,23 EUR.","A remuneração base (RB) de um Major (MAJ) PR 3 é 2.620,23 €.",100.0
31,Qual a remuneração total de um 1º Sargento (1SAR) NR 20 em 2024?,"A remuneração base de um 1º Sargento (1SAR) NR 20 é de 1.596,52 € e o suplemento da condição militar é de 419,30 €. Portanto, a remuneração total é de 2.015,82 €.","A remuneração total de um 1º Sargento (1SAR) NR 20 é 2.015,82 €.",100.0
32,Quantos anos de serviço efetivo são necessários para obter a medalha de ouro de comportamento exemplar?,30 anos.,"São necessários 30 anos de serviço efetivo, sem qualquer pena disciplinar ou criminal, para obter a medalha de ouro de comportamento exemplar.",50.0
33,Quantos anos de serviço são necessários para a medalha de prata de comportamento exemplar?,15 anos.,São necessários 15 anos de serviço efetivo sem qualquer pena disciplinar ou criminal para a medalha de prata de comportamento exemplar.,70.0
34,Quais são as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA)?,As bases do SAMMFA incluem:  - a) A avaliação individual (AI); - b) A avaliação da formação (AF); - c) A avaliação disciplinar (AD); - d) A antiguidade no posto (AP); - e) A avaliação complementar (AC).,"As bases do SAMMFA são: a avaliação individual (AI), a avaliação da formação (AF), a avaliação disciplinar (AD), a antiguidade no posto (AP) e a avaliação complementar (AC).",100.0
35,"Segundo a Lei Geral do Trabalho em Funções Públicas, qual é o limite máximo da sanção disciplinar de multa (por infração e por ano)?",O limite máximo da sanção disciplinar de multa é de 6 remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,99.0
36,Como é calculada a antiguidade no posto para efeitos de promoção?,"A antiguidade no posto para efeitos de promoção é calculada com base no tempo de serviço efetivo no respetivo posto, contabilizado nos termos do EMFAR, a partir da data fixada no documento oficial de promoção. O cálculo envolve a atribuição de um valor a cada dia de serviço efetivo e a soma desses valores é arredondada às centésimas. Além disso, para efeitos de promoção por escolha, é descontado o valor correspondente ao número de anos igual ao menor dos tempos mínimos no posto estabelecido no EMFAR, desprezando-se valores superiores a 20.","Para a quantificação da antiguidade é atribuído a cada dia de serviço efetivo um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.",70.0
37,Qual é o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares?,O Infotipo SAP utilizado para registar o posto ou categoria profissional de militares é o Infotipo 0337.,O Infotipo utilizado é o IT 0337 - Posto / Categoria Profissional.,90.0
38,Qual a finalidade do SAMMFA?,"A finalidade do SAMMFA é determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos nos ramos das Forças Armadas. Isso inclui objetivos como recrutamento e seleção, formação e aperfeiçoamento, promoção, progressão horizontal, desempenho de cargos e exercício de funções, e renovação contratual. Além disso, o SAMMFA visa compatibilizar as competências do avaliado com os interesses e necessidades da instituição militar, contribuir para incentivar o cumprimento das missões e tarefas, estimular o aperfeiçoamento técnico-militar, e atualizar e melhorar o conhecimento do potencial humano existente.","O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos, designadamente quanto a recrutamento e seleção, formação, promoção, progressão horizontal, desempenho de cargos e renovação contratual.",85.0
39,Qual é o limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas?,"O limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas é de 240 dias por ano, com um período mínimo de 20 dias e máximo de 90 dias por cada infração, conforme estabelecido no Artigo 181.º.","A sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.",95.0
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?,"As sanções disciplinares aplicáveis aos trabalhadores em funções públicas incluem: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão. Além disso, para titulares de cargos dirigentes e equiparados, também se aplica a sanção disciplinar de cessação da comissão de serviço.","As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",82.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?,"O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando nesse prazo o trabalhador não tenha sido notificado da decisão final.","O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",95.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?,O valor máximo da sanção de multa é fixado em quantia certa e não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,98.0
43,Quais são as carreiras gerais no âmbito da função pública?,"De acordo com o Artigo 86.º, as carreiras gerais são:  - Técnico superior; - Assistente técnico; - Assistente operacional.","São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",98.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?,A categoria inferior numa carreira pluricategorial tem um número mínimo de 8 posições remuneratórias.,À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,100.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?,"6 pontos nas avaliações do desempenho. Contudo, com a entrada em vigor do Decreto-Lei n.º 12/2024, de 10 de janeiro, os trabalhadores que acumulem 6 ou mais pontos nas avaliações do desempenho relativas às funções exercidas durante o posicionamento remuneratório em que se encontram alteram o seu posicionamento remuneratório para a posição remuneratória seguinte à detida.",É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,40.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?,Três pontos por cada menção máxima.,Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,85.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?,O Infotipo 2001 serve para criar/alterar/eliminar/bloquear registos de ausências.,O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,50.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?","O Infotipo para registro de ausências no SIGRHV é o 2001. Este infotipo serve para criar, alterar, eliminar ou bloquear registros de ausências. As ausências incluem períodos de tempo de trabalho teórico (horas ou dias) em que o empregado está ausente e, portanto, o trabalho planeado e definido para esse empregado não foi cumprido.",As ausências devem ser registadas no IT 2001 - Ausências.,85.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?,Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,100.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?,"A área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia é Espinho, S. Margarida e Tancos, ou ainda, Todas, mas nos primeiros 2 anos terá de prestar serviço em U/E/O da especialidade, em Aveiro, Espinho, Santa Margarida ou Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",85.0
