Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
17,Qual a duração máxima da pena de proibição de saída?,"  Com base no contexto fornecido, a duração máxima da pena de proibição de saída é de **20 dias** (conforme disposto no n.º 1 do Artigo 33.º).",A pena de proibição de saída tem duração não superior a 20 dias.,95.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?,"  Com base no contexto fornecido, a pena de repreensão agravada consiste na declaração feita ao infractor de que sofre reparo por ter praticado uma infracção disciplinar.   No que respeita especificamente a **oficiais e sargentos**, esta pena é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste último caso, mais antigos, da unidade, estabelecimento ou órgão a que o infractor pertencer ou em que estiver apresentado.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",87.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?,"  Com base no contexto fornecido, a pena de suspensão de serviço traduz-se no afastamento completo do serviço pelo período que for fixado, **entre cinco e 90 dias**. (Conforme disposto no Artigo 34.º do contexto relativo às Medidas disciplinares).","A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",97.0
20,A que consiste a pena de separação de serviço?,"  Com base no contexto fornecido, a pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",98.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,"  Com base no contexto fornecido, o código de transação para atualizar dados mestre de pessoal é o **PA30**.",O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,Error: Request timed out.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,0.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?,"  Com base no contexto fornecido, o registo da reclassificação de um militar em sistema é realizado através da execução da medida **'Reclassificação / Transferência de Quadro Especial'** (identificada no sistema como **B4 - Reclassificação/Transf.QEsp**).","A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",90.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?,"  Com base no contexto fornecido, os documentos que constituem o Processo Individual (PIND) do militar devem ser registados da seguinte forma:  1. **No sistema (Sistemas de Informação/SAP):** Devem ser registados no IT (Infotipo) **'Índice de Documentos'**, com o objetivo de identificar os documentos arquivados no PIND físico e facilitar a sua pesquisa. Sempre que haja necessidade de arquivar documentação no processo individual, este IT deve ser atualizado. 2. **Fisicamente:** Os documentos que servem de base à inserção de dados ou averbamentos nos SI são registados, numerados e classificados, sendo posteriormente arquivados em capa. Na capa, indica-se exteriormente o Comando Funcional, a U/E/O, o número de identificação do militar, o posto/categoria, quadro especial ou área funcional e o nome completo.  Sempre que os documentos mencionem vários militares, devem ser extraídas cópias autenticadas e arquivadas nos Documentos de Matrícula de cada um deles após o registo adequado nos SI.","Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",88.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?,"  Com base no contexto fornecido, a Área Geográfica de Prestação de Serviço Preferencial para Operações Especiais é **Lamego**.   Adicionalmente, é indicado que pode ser ""Todas"", com a condição de que, nos primeiros 2 anos, terá de prestar serviço em U/E/O da especialidade em Lamego. Esta informação aplica-se especificamente à categoria de Sargentos, conforme explicitado nas atividades principais da especialidade.",A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,85.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?,"  Com base no contexto fornecido, existem **14 (catorze)** especialidades (também designadas como situações funcionais) estabelecidas para admissão de Praças em Regime de Contrato Especial (RCE).   Estas correspondem às seguintes áreas: Alimentação, Eletricidade, Gestão Equina, Informática, Logística Militar, Mecânica Auto, Mecânica de Armamento, Mecânica de Carroçarias, Mecânica de Eletrónica, Multimédia, Música, Refrigeração e Climatização, Secretariado e Transportes.   *(Nota: O contexto indica que algumas destas situações funcionais, como Saúde, Farmácia, Estomatologia e Emergência de Aeródromos, encontram-se ainda a aguardar despacho ou promulgação.)*",Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,90.0
27,Qual a escolaridade mínima exigida para admissão como Praça em RCE?,"  Com base no contexto fornecido, para admissão na categoria de Praças em Regime de Contrato Especial (RCE), é exigido o **Ensino Secundário completo (12.º ano)**, ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações (QNQ).","É necessário o Ensino Secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações.",98.0
28,Quantos turnos de incorporação CFO/CEFO/CFS estavam previstos para 2024 segundo o Plano de Formação Anual?,"  De acordo com o Plano de Formação Anual 2024 (PFA 2024), estavam previstos **dois (02) turnos** de incorporação CFO/CEFO/CFS para o ano de 2024.",Estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,100.0
29,Qual era o efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024?,"  De acordo com o contexto fornecido, para o 1º CFO/CEFO/CFS 2024, está previsto um efetivo máximo de 96 Oficiais e 135 Sargentos.",Estava previsto um efetivo máximo de 96 Oficiais e 135 Sargentos para o 1º CFO/CEFO/CFS 2024.,98.0
30,Qual é a remuneração base de um Major (MAJ) PR 3 em 2024?,"  Com base na Tabela Remuneratória dos Militares 2024 apresentada no contexto, a remuneração base (RB) de um Major (MAJ) com PR 3 é de **2 620,23 €**.","A remuneração base (RB) de um Major (MAJ) PR 3 é 2.620,23 €.",100.0
31,Qual a remuneração total de um 1º Sargento (1SAR) NR 20 em 2024?,"  Com base na Tabela Remuneratória dos Militares 2024 presente no contexto, a remuneração total de um 1.º Sargento (1SAR) com a posição remuneratória (PR) 3 e nível remuneratório (NR) 20 é de **2 015,82 €**.","A remuneração total de um 1º Sargento (1SAR) NR 20 é 2.015,82 €.",95.0
32,Quantos anos de serviço efetivo são necessários para obter a medalha de ouro de comportamento exemplar?,"  De acordo com o Artigo 29.º do contexto fornecido, são necessários **30 anos de serviço efectivo** para obter a medalha de ouro de comportamento exemplar (desde que o militar não tenha sofrido qualquer pena disciplinar ou criminal).","São necessários 30 anos de serviço efetivo, sem qualquer pena disciplinar ou criminal, para obter a medalha de ouro de comportamento exemplar.",95.0
33,Quantos anos de serviço são necessários para a medalha de prata de comportamento exemplar?,"  De acordo com o contexto fornecido, são necessários **15 anos de serviço efectivo** para a concessão da medalha de prata de comportamento exemplar. Este prazo aplica-se ao militar que não tenha sofrido qualquer pena disciplinar ou criminal, ou que, tendo sofrido pena não privativa de liberdade, complete igual período de tempo sem sofrer nova pena.",São necessários 15 anos de serviço efetivo sem qualquer pena disciplinar ou criminal para a medalha de prata de comportamento exemplar.,95.0
34,Quais são as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA)?,"  Com base no contexto fornecido, as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA) são:  - Avaliação individual (AI); - Avaliação da formação (AF); - Avaliação disciplinar (AD); - Antiguidade no posto (AP); - Avaliação complementar (AC).","As bases do SAMMFA são: a avaliação individual (AI), a avaliação da formação (AF), a avaliação disciplinar (AD), a antiguidade no posto (AP) e a avaliação complementar (AC).",100.0
35,"Segundo a Lei Geral do Trabalho em Funções Públicas, qual é o limite máximo da sanção disciplinar de multa (por infração e por ano)?","  Com base no Artigo 181.º da Lei Geral do Trabalho em Funções Públicas (LTFP), a sanção disciplinar de multa não pode exceder o valor correspondente a **seis remunerações base diárias por cada infração**, com um valor total máximo correspondente à **remuneração base de 90 dias por ano**.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,98.0
36,Como é calculada a antiguidade no posto para efeitos de promoção?,"  Com base no contexto fornecido, a antiguidade no posto para efeitos de promoção é calculada da seguinte forma:  * **Base de cálculo:** Consiste na quantificação do tempo de serviço efetivo no respetivo posto, contabilizado nos termos do EMFAR, a partir da data fixada no documento oficial de promoção e medida em dias (Artigo 36.º, n.º 1; Artigo 31.º). * **Valorização diária:** A cada dia de serviço efetivo é atribuído um valor de `0,005`. A soma dos valores é arredondada às centésimas (Artigo 36.º, n.º 2). * **Promoção por escolha:** Ao valor apurado é descontado o valor correspondente ao número de anos igual ao menor dos tempos mínimos no posto, estabelecidos no EMFAR para os militares em apreciação, desprezando-se valores superiores a 20 (Artigo 36.º, n.º 3). * **Períodos que não contam:** Para efeitos de promoção, **não** contam como antiguidade:   * O tempo de inatividade temporária por motivo de pena criminal ou disciplinar;   * O tempo de ausência ilegítima e de deserção;   * O tempo de permanência em licença ilimitada;   * O tempo de serviço prestado antes do ingresso nos QP (Artigo 182.º). * **Data de referência:** A data a partir da qual se considera a antiguidade no posto varia consoante a modalidade de promoção (ex.: data de reunião das condições ou cessação de preterição para diuturnidade; data de vacatura para escolha ou antiguidade; data do feito para distinção), conforme definido no Capítulo VI.  A contagem do tempo de permanência no posto reporta-se, assim, ao tempo de serviço efetivo a partir da data de antiguidade no respetivo posto, nos termos do EMFAR (Artigo 49.º).","Para a quantificação da antiguidade é atribuído a cada dia de serviço efetivo um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.",70.0
37,Qual é o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares?,"  Com base no contexto fornecido, o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares é o **Infotipo 0337 - Posto / Categoria Profissional**.",O Infotipo utilizado é o IT 0337 - Posto / Categoria Profissional.,98.0
38,Qual a finalidade do SAMMFA?,"  Com base no contexto fornecido (Artigo 5.º), o SAMMFA tem por finalidade determinar o mérito do militar, visando uma correta gestão dos recursos humanos nos ramos das Forças Armadas, designadamente quanto a: - Recrutamento e seleção; - Formação e aperfeiçoamento; - Promoção; - Progressão horizontal; - Desempenho de cargos e exercício de funções; - Renovação contratual.  Além disso, o SAMMFA visa ainda: - Compatibilizar as competências do avaliado com os interesses e as necessidades da instituição militar; - Contribuir para incentivar o cumprimento das missões e tarefas, bem como estimular o aperfeiçoamento técnico-militar; - Atualizar e melhorar o conhecimento do potencial humano existente.","O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos, designadamente quanto a recrutamento e seleção, formação, promoção, progressão horizontal, desempenho de cargos e renovação contratual.",80.0
39,Qual é o limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas?,"  Com base no contexto fornecido, o limite máximo de dias aplicável como sanção de suspensão para trabalhadores em funções públicas é de **240 dias por ano** (sendo que a sanção varia entre 20 e 90 dias por cada infração).","A sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.",100.0
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?,"  Com base no contexto fornecido, as sanções disciplinares aplicáveis aos trabalhadores em funções públicas são:  - Repreensão escrita; - Multa; - Suspensão; - Despedimento disciplinar ou demissão.  Adicionalmente, aos titulares de cargos dirigentes e equiparados é aplicável a sanção disciplinar de **cessação da comissão de serviço**, a título principal ou acessório.","As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",85.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?,"  Com base no contexto fornecido, o procedimento disciplinar prescreve decorridos **18 meses** (conforme indicado no Artigo 178.º) ou **um ano** (conforme indicado no Artigo 329.º), a contar da data em que foi instaurado, desde que nesse prazo o trabalhador não tenha sido notificado da decisão final.","O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",70.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?,"  Com base no contexto fornecido (Artigo 181.º), a sanção de multa é fixada em quantia certa e **não pode exceder o valor correspondente a seis remunerações base diárias por cada infração**, tendo um **valor total máximo correspondente à remuneração base de 90 dias por ano**.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,100.0
43,Quais são as carreiras gerais no âmbito da função pública?,"  Com base no contexto fornecido, as carreiras gerais no âmbito da função pública são: - Técnico superior; - Assistente técnico; - Assistente operacional.","São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",98.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?,"  De acordo com o contexto fornecido, à categoria inferior de uma carreira pluricategorial corresponde um número mínimo de **oito** posições remuneratórias.",À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,100.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?,"  Com base no contexto fornecido, são necessários **8 pontos** acumulados nas avaliações de desempenho para que haja lugar à alteração obrigatória do posicionamento remuneratório (regra geral prevista no artigo 156.º da LTFP).  O contexto refere ainda que, por força de uma medida especial temporária (Decreto-Lei n.º 75/2023), este número foi reduzido para **6 pontos** para os trabalhadores que os acumularem no ano de 2024 ou seguintes.",É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,80.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?,"  Com base no contexto fornecido, uma menção máxima corresponde a **três pontos** para efeitos de alteração do posicionamento remuneratório (progressão na carreira).   *(Nota: O contexto indica ainda uma norma transitória para 2025 que prevê a atribuição de seis pontos por cada menção máxima.)*",Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,85.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?,"  Com base no contexto fornecido, o Infotipo utilizado para registar ausências é o **Infotipo 2001**. O documento indica explicitamente que este serve para criar, alterar, eliminar ou bloquear registos de ausências.",O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,90.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?","  Com base no contexto fornecido:  * O registo geral de ausências deve ser efetuado no **Infotipo 2001 - Ausências**. * No que diz respeito especificamente ao **descanso compensatório** (contingente 61), este é gerado automaticamente pela avaliação de tempos e **não pode ser modificado** no Infotipo 2006. Caso seja necessário efetuar um ajuste manual deste contingente, o registo deve ser feito no **Infotipo 2013 - Correções de contingente**. * Para a gestão dos direitos e contingentes de ausência em si, utiliza-se o **Infotipo 2006 - Contingentes de Ausências**.",As ausências devem ser registadas no IT 2001 - Ausências.,60.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?,"  Com base no contexto fornecido, para a categoria de **Oficial** na Área Funcional de Sapador de Engenharia, o requisito de altura é: - **156 cm** para mulheres; - **160 cm** para homens.  *(Nota: O contexto associa este requisito mínimo à secção geral da AF Sapador de Engenharia, que inclui as condições essenciais para Oficiais (Licenciatura ou Mestrado). Para a categoria de RCE/12.º Ano, o documento indica um intervalo de altura de 156 cm a 190 cm (feminino) e 160 cm a 190 cm (masculino).)*",Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,90.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?,"  Com base no contexto fornecido, a área geográfica de prestação de serviço preferencial para a área funcional **Sapador de Engenharia** é **Espinho, S. Margarida e Tancos**.  Caso se refira à variante **Sapador de Engenharia - 12**, a área é **Todas**, com a condição de que nos primeiros 2 anos terá de prestar serviço em U/E/O da especialidade, em Aveiro, Espinho, Santa Margarida ou Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",85.0
