Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?,"As sanções disciplinares aplicáveis aos trabalhadores em funções públicas são as seguintes:  a) Repreensão escrita;   b) Multa;   c) Suspensão;   d) Despedimento disciplinar ou demissão.    Além disso, aos titulares de cargos dirigentes e equiparados é aplicável a sanção disciplinar de cessação da comissão de serviço, a título principal ou acessório.","As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",85.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?,"O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando, nesse prazo, o trabalhador não tenha sido notificado da decisão final.","O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",95.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?,A sanção de multa é fixada em quantia certa e não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,100.0
43,Quais são as carreiras gerais no âmbito da função pública?,As carreiras gerais no âmbito da função pública são:  a) Técnico superior;   b) Assistente técnico;   c) Assistente operacional.,"São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",95.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?,A categoria inferior numa carreira pluricategorial corresponde a um número mínimo de oito posições remuneratórias.,À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,100.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?,São necessários 8 pontos para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas.,É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,100.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?,Uma menção máxima corresponde a três pontos para a progressão na carreira.,Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,95.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?,O Infotipo utilizado para registar ausências no SIGRHV é o 2001 - Ausências.,O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,95.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?","As ausências, como o descanso compensatório, devem ser registadas no Infotipo 2001 - Ausências.",As ausências devem ser registadas no IT 2001 - Ausências.,100.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?,Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são: 156 cm (feminino) e 160 cm (masculino).,Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,100.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?,"A área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia é Espinho, S. Margarida e Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",100.0
