Query ID,Query,Received Response,Expected Response,Meaning Acc (%)
11,Qual é a remuneração total de um Tenente-General (TGEN) com PR 2 em 2024?,"De acordo com a ""TABELA REMUNERATÓRIA DOS MILITARES 2024"", um Tenente-General (TGEN) com PR 2 tem uma remuneração total de **5 231,45 €**.  Esta informação é obtida na tabela onde se pode ver: *   POSTO: TGEN *   PR: 2 *   NR: 69 *   RB: 4 276,21 € *   SCM: 955,24 € *   TOTAL: 5 231,45 €","A remuneração total de um Tenente-General (TGEN) PR 2 é 5.496,86 €.",10.0
12,"Quantas horas de trabalho suplementar por ano são permitidas, por trabalhador, segundo a lei geral?","De acordo com o Artigo 228.º, os limites de duração do trabalho suplementar por trabalhador são:  *   **Microempresa ou pequena empresa:** cento e setenta e cinco horas por ano; *   **Média ou grande empresa:** cento e cinquenta horas por ano; *   **Trabalhador a tempo parcial:** oitenta horas por ano ou o número de horas correspondente à proporção entre o respectivo período normal de trabalho e o de trabalhador a tempo completo em situação comparável, quando superior.","O limite de trabalho suplementar é de 150 horas de trabalho por ano, por trabalhador.",50.0
13,Qual o número máximo de horas de trabalho suplementar por dia normal de trabalho?,"De acordo com o Artigo 228.º, o número máximo de horas de trabalho suplementar em um dia normal de trabalho é de duas horas.",O limite é de duas horas por dia normal de trabalho.,97.0
14,Qual o Infotipo utilizado para registar contingentes de presença no SIGRHV?,O infotipo utilizado para registar contingentes de presença no SIGRHV é o **2007 - Contingentes de Presenças**.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,95.0
15,Qual é o Infotipo do SIGRHV utilizado para registar contingentes de presença?,O infotipo utilizado para gerir os direitos ao trabalho suplementar e que contém um determinado número de dias ou horas durante as quais os colaboradores têm trabalho extraordinário por aprovar ou aprovado é o **2007 - Contingentes de Presenças**.,O Infotipo utilizado para registar contingentes de presença é o IT 2007 - Contingentes de presença.,60.0
16,Quais são as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou de reserva?,"De acordo com o contexto fornecido, as penas disciplinares aplicáveis aos militares dos quadros permanentes nas situações do ativo ou da reserva são, por ordem crescente de gravidade:  *   Repreensão; *   Repreensão agravada; *   Proibição de saída; *   Suspensão de serviço; *   Prisão disciplinar; *   Reforma compulsiva; *   Separação de serviço.","As penas disciplinares aplicáveis aos militares dos quadros permanentes no ativo ou reserva são: repreensão, repreensão agravada, proibição de saída, suspensão de serviço, prisão disciplinar, reforma compulsiva e separação de serviço.",100.0
17,Qual a duração máxima da pena de proibição de saída?,"A pena de proibição de saída consiste na permanência continuada do militar punido no aquartelamento ou navio a que pertencer durante o seu cumprimento, com duração não superior a 20 dias.",A pena de proibição de saída tem duração não superior a 20 dias.,95.0
18,O que consiste a pena de repreensão agravada para oficiais e sargentos?,"A pena de repreensão agravada para oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infractor pertencer ou em que estiver apresentado.","A repreensão agravada a oficiais e sargentos é dada na presença de outros oficiais ou sargentos, respetivamente de posto superior ou igual, mas, neste caso, mais antigos, da unidade, estabelecimento ou órgão a que o infrator pertencer.",95.0
19,Qual é o período de suspensão de serviço que pode ser aplicado como pena disciplinar?,"De acordo com o Artigo 34.º, a pena de suspensão de serviço traduz-se no afastamento completo do serviço pelo período que for fixado, entre cinco e 90 dias.","A pena de suspensão de serviço traduz-se no afastamento completo do serviço por um período que for fixado, entre cinco e 90 dias.",100.0
20,A que consiste a pena de separação de serviço?,"A pena de separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.","A separação de serviço consiste no afastamento definitivo das Forças Armadas, com perda da condição de militar, abate aos quadros permanentes e privação do uso de uniforme, distintivos, insígnias e medalhas militares, sem prejuízo do direito à pensão de reforma.",100.0
21,Qual o código de transação para atualizar dados mestre de pessoal no SIGRHV?,O código de transação para atualizar dados mestre de pessoal no SIGRHV é **PA30**.,O código de transação para atualizar dados mestre de pessoal é PA30.,100.0
22,Qual é o Infotipo utilizado para registar movimentos e mobilidades de pessoal?,O Infotipo utilizado para registar movimentos e mobilidades de pessoal é o 9011 - Movimentos Mobilidades.,O Infotipo utilizado para registar movimentos e mobilidades é o IT 9011 - Movimentos e Mobilidades.,95.0
23,Que medida deve ser executada para registar uma reclassificação de um militar?,A medida 'Reclassificação / Transferência de Quadro Especial' deve ser executada para registar uma reclassificação de um militar.,"A medida a executar é Reclassificação / Transferência de Quadro Especial, onde será registada a nova especialidade no IT0337 – Categoria / Posto.",95.0
24,Onde devem ser registados os documentos que constituem o Processo Individual do militar?,"Os documentos que constituem o Processo Individual do militar são registados, numerados e classificados em capa, na qual se indica o Comando Funcional, a U/E/O, o número de identificação do militar ou trabalhador civil, o posto/categoria, quadro especial ou área funcional e nome completo (234.a).","Os documentos devem ser registados no IT Índice de documentos (IT 9009), que tem como objetivo o registo dos vários documentos que irão constituir o Processo Individual do militar.",60.0
25,Qual é a área geográfica de prestação de serviço preferencial para Operações Especiais de Sargentos?,"A Área Geográfica de Prestação de Serviço Preferencial para Operações Especiais de Sargentos é Lamego. Nos primeiros 2 anos, terá de prestar serviço em U/E/O da especialidade, também em Lamego.",A área geográfica de prestação de serviço preferencial para Operações Especiais é Lamego.,95.0
26,Quantas especialidades existem para admissão de Praças em Regime de Contrato Especial (RCE)?,"De acordo com os documentos fornecidos, estão estabelecidas 14 Especialidades passiveis de serem atribuídas aos candidatos ao RCE na categoria de Praças.",Existem 14 especialidades para a admissão de Praças em Regime de Contrato Especial.,95.0
27,Qual a escolaridade mínima exigida para admissão como Praça em RCE?,"De acordo com o contexto fornecido, a escolaridade mínima exigida para admissão na categoria de Praças do Exército em Regime de Contrato Especial (RCE) é o curso do ensino secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações. ","É necessário o Ensino Secundário completo (12º ano), ou habilitações legalmente equivalentes ao Nível 3 do Quadro Nacional de Qualificações.",98.0
28,Quantos turnos de incorporação CFO/CEFO/CFS estavam previstos para 2024 segundo o Plano de Formação Anual?,"Segundo o contexto, estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.",Estavam previstos dois (02) turnos de incorporação CFO/CEFO/CFS no decorrer de 2024.,100.0
29,Qual era o efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024?,O efetivo máximo previsto para o 1º CFO/CEFO/CFS 2024 era de 96 Oficiais e 135 Sargentos.,Estava previsto um efetivo máximo de 96 Oficiais e 135 Sargentos para o 1º CFO/CEFO/CFS 2024.,100.0
30,Qual é a remuneração base de um Major (MAJ) PR 3 em 2024?,"De acordo com a TABELA REMUNERATÓRIA DOS MILITARES 2024, a remuneração base de um MAJ no nível 3 é:  *   **Remuneração Base:** 2 620,23 € *   **Suplemento:** 624,05 € *   **Total:** 3 244,28 €","A remuneração base (RB) de um Major (MAJ) PR 3 é 2.620,23 €.",80.0
31,Qual a remuneração total de um 1º Sargento (1SAR) NR 20 em 2024?,"De acordo com a Tabela Remuneratória dos Militares 2024, um 1º Sargento (1SAR) com o nível 20 tem uma remuneração base de 1.596,52€ e um suplemento da condição militar de 419,30€.  Portanto, a remuneração total é de 2.015,82€.","A remuneração total de um 1º Sargento (1SAR) NR 20 é 2.015,82 €.",95.0
32,Quantos anos de serviço efetivo são necessários para obter a medalha de ouro de comportamento exemplar?,"De acordo com o Artigo 29.º, um militar é considerado com comportamento exemplar quando, decorridos cinco anos de serviço efetivo, não tenha sofrido qualquer punição disciplinar e nada conste no seu registo criminal. No entanto, este artigo refere-se à condição para ser considerado com comportamento exemplar, e não diretamente à concessão da medalha de ouro.  O Artigo 28.º indica que a medalha de comportamento exemplar compreende os graus Ouro, Prata e Cobre, mas não especifica o tempo de serviço necessário para cada grau.  Portanto, não sei a resposta.","São necessários 30 anos de serviço efetivo, sem qualquer pena disciplinar ou criminal, para obter a medalha de ouro de comportamento exemplar.",20.0
33,Quantos anos de serviço são necessários para a medalha de prata de comportamento exemplar?,"De acordo com o Artigo 30.º, a medalha de prata de comportamento exemplar é concedida ao militar que conte 15 anos de serviço efectivo sem qualquer pena disciplinar ou criminal ou que, tendo sofrido pena não privativa de liberdade, complete igual período de tempo sem sofrer nova pena.",São necessários 15 anos de serviço efetivo sem qualquer pena disciplinar ou criminal para a medalha de prata de comportamento exemplar.,90.0
34,Quais são as bases do Sistema de Avaliação do Mérito dos Militares das Forças Armadas (SAMMFA)?,As bases do SAMMFA são:  *   A avaliação individual (AI); *   A avaliação da formação (AF); *   A avaliação disciplinar (AD); *   A antiguidade no posto (AP); *   A avaliação complementar (AC).,"As bases do SAMMFA são: a avaliação individual (AI), a avaliação da formação (AF), a avaliação disciplinar (AD), a antiguidade no posto (AP) e a avaliação complementar (AC).",100.0
35,"Segundo a Lei Geral do Trabalho em Funções Públicas, qual é o limite máximo da sanção disciplinar de multa (por infração e por ano)?","De acordo com o Artigo 181.º, n.º 2, a sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,100.0
36,Como é calculada a antiguidade no posto para efeitos de promoção?,"A antiguidade no posto consiste na quantificação do tempo de serviço efetivo, contabilizado nos termos do EMFAR, a partir da data fixada no documento oficial de promoção e medida em dias. A cada dia de serviço efetivo é atribuído um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.  Para efeitos de promoção por escolha, ao valor apurado é descontado o valor correspondente ao número de anos igual ao menor dos tempos mínimos no posto estabelecido no EMFAR, desprezando-se valores superiores a 20.","Para a quantificação da antiguidade é atribuído a cada dia de serviço efetivo um valor de 0,005 valores, sendo a soma dos valores arredondada às centésimas.",85.0
37,Qual é o Infotipo SAP utilizado para registar o posto ou categoria profissional de militares?,O Infotipo 0337 é utilizado para registar o posto ou categoria profissional de militares.,O Infotipo utilizado é o IT 0337 - Posto / Categoria Profissional.,100.0
38,Qual a finalidade do SAMMFA?,"O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos nos ramos das Forças Armadas, designadamente quanto a:  *   Recrutamento e seleção; *   Formação e aperfeiçoamento; *   Promoção; *   Progressão horizontal; *   Desempenho de cargos e exercício de funções; *   Renovação contratual.  Visa ainda:  *   Compatibilizar as competências do avaliado com os interesses e necessidades da instituição militar; *   Contribuir para incentivar o cumprimento das missões e tarefas, bem como estimular o aperfeiçoamento técnico-militar; *   Atualizar e melhorar o conhecimento do potencial humano existente.","O SAMMFA tem por finalidade determinar o mérito do militar, tendo em vista uma correta gestão dos recursos humanos, designadamente quanto a recrutamento e seleção, formação, promoção, progressão horizontal, desempenho de cargos e renovação contratual.",80.0
39,Qual é o limite máximo de dias que pode ser aplicado como sanção de suspensão para trabalhadores em funções públicas?,"De acordo com o Artigo 184.º, a sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.","A sanção de suspensão varia entre 20 e 90 dias por cada infração, num máximo de 240 dias por ano.",100.0
40,Quais são as sanções disciplinares aplicáveis aos trabalhadores em funções públicas?,"As sanções disciplinares aplicáveis aos trabalhadores em funções públicas são, segundo o Artigo 180.º, as seguintes:  *   Repreensão escrita; *   Multa; *   Suspensão; *   Despedimento disciplinar ou demissão.  Aos titulares de cargos dirigentes e equiparados é aplicável também a sanção disciplinar de cessação da comissão de serviço, a título principal ou acessório.","As sanções disciplinares aplicáveis são: repreensão escrita, multa, suspensão, despedimento disciplinar ou demissão.",85.0
41,Qual é o prazo de prescrição do procedimento disciplinar quando o trabalhador não foi notificado da decisão final?,"O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado quando, nesse prazo, o trabalhador não tenha sido notificado da decisão final (Artigo 178.º n.º 5).","O procedimento disciplinar prescreve decorridos 18 meses, a contar da data em que foi instaurado, quando o trabalhador não tenha sido notificado da decisão final nesse prazo.",95.0
42,Qual o valor máximo que pode ter a sanção de multa para trabalhadores em funções públicas?,"De acordo com o Artigo 181.º, n.º 2, a sanção de multa é fixada em quantia certa e não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.",A sanção de multa não pode exceder o valor correspondente a seis remunerações base diárias por cada infração e um valor total correspondente à remuneração base de 90 dias por ano.,100.0
43,Quais são as carreiras gerais no âmbito da função pública?,As carreiras gerais são:  *   Técnico superior; *   Assistente técnico; *   Assistente operacional.,"São carreiras gerais: Técnico Superior, Assistente Técnico e Assistente Operacional.",100.0
44,Quantas posições remuneratórias mínimas tem a categoria inferior numa carreira pluricategorial?,"De acordo com o Artigo 87.º - Posições remuneratórias, alínea a), a categoria inferior corresponde a um número mínimo de oito posições remuneratórias nas carreiras pluricategoriais.",À categoria inferior corresponde um número mínimo de oito posições remuneratórias.,100.0
45,Quantos pontos são necessários para alterar obrigatoriamente de posição remuneratória na carreira de trabalhador em funções públicas?,"De acordo com o Artigo 156.º, alterado pelo Decreto-Lei n.º 12/2024, os trabalhadores precisam acumular **8 pontos** nas avaliações do desempenho para alterar obrigatoriamente de posicionamento remuneratório na categoria.",É necessário acumular 8 pontos nas avaliações do desempenho para haver alteração obrigatória para a posição remuneratória imediatamente seguinte.,98.0
46,Que valor corresponde a uma menção máxima em termos de pontos para progressão na carreira?,"De acordo com o contexto fornecido, uma menção máxima corresponde a três pontos para efeitos de alteração do posicionamento remuneratório (Artigo 7.º e Artigo 156.º). Em 2025, para efeitos de alteração obrigatória do posicionamento remuneratório, uma menção máxima corresponderá a seis pontos (Artigo 6.º, n.º 2, alínea a)).",Uma menção máxima corresponde a três pontos para efeitos de alteração de posicionamento remuneratório.,50.0
47,Qual o Infotipo utilizado para registar ausências no SIGRHV?,O Infotipo 2001 serve para criar / alterar / eliminar / bloquear registos de ausências.,O Infotipo utilizado para registar ausências é o IT 2001 - Ausências.,50.0
48,"Em que Infotipo do SIGRHV devem ser registadas ausências, como por exemplo o descanso compensatório?","De acordo com o contexto fornecido, as ausências devem ser registadas no **Infotipo 2001 - Ausências**. O contingente de ausência 61 - Descanso Compensatório é gerado automaticamente pela avaliação de tempos e pode ser ajustado manualmente através do **Infotipo 2013 - Correções de contingente**, caso necessário.",As ausências devem ser registadas no IT 2001 - Ausências.,85.0
49,Quais são os requisitos de altura para oficiais na área funcional Sapador de Engenharia?,"Os requisitos de altura para Oficiais na categoria de Sapador de Engenharia são:  *   156cm (feminino) *   160cm (masculino)  No entanto, em algumas situações específicas (SAPADOR DE ENGENHARIA - 12), os requisitos de altura podem ser:  *   156cm - 190cm (feminino) *   160cm - 190cm (masculino)",Os requisitos de altura para oficiais na área funcional Sapador de Engenharia são 156cm (feminino) e 160cm (masculino).,50.0
50,Qual é a área geográfica de prestação de serviço preferencial para a área funcional Sapador de Engenharia?,"Espinho, S. Margarida e Tancos. Nos primeiros 2 anos terá de prestar serviço em U/E/O da especialidade, em Aveiro, Espinho, Santa Margarida ou Tancos.","A área geográfica de prestação de serviço preferencial para Sapador de Engenharia é Espinho, S. Margarida e Tancos.",85.0
